date,customer_id,item_id,quantity,selling_price,other_discount,coupon_discount,tID,id
1/2/2012,679,31479,1,41.32,-4.63,0,23664,85
1/2/2012,679,32635,2,90.47,0,0,23364,86
1/2/2012,679,33073,1,106.5,0,0,12695,88
1/2/2012,679,33515,2,118.97,-58.42,0,1823,90
1/2/2012,679,34395,1,127.88,-14.25,0,9049,91
1/2/2012,679,34465,1,59.49,-11.4,0,22842,92
1/2/2012,679,35645,1,135,0,0,28628,93
1/2/2012,679,36076,1,97.6,-8.9,0,5511,95
1/2/2012,679,36568,1,113.63,-28.5,0,28172,97
1/2/2012,679,45148,2,165.99,-161,0,22337,99
1/2/2012,679,45502,1,82.99,-80.5,0,27595,101
1/2/2012,679,53517,1,163.5,0,0,25271,102
1/2/2012,679,55859,1,35.26,0,0,19204,103
1/2/2012,679,57341,1,248.98,0,0,5946,104
1/2/2012,679,58267,1,302.41,0,0,6544,106
1/2/2012,135,4642,1,44.52,-12.11,0,28042,107
1/2/2012,135,5566,1,81.57,-24.93,0,7637,110
1/2/2012,135,9309,3,53.43,0,0,27024,113
1/2/2012,135,9645,1,59.49,-18.52,0,10982,115
1/2/2012,135,12433,1,71.24,-31.7,0,26762,117
1/2/2012,135,12543,1,95.82,0,0,5169,118
1/2/2012,135,13174,1,35.26,0,0,12601,121
1/2/2012,135,14473,1,142.12,-53.43,0,13545,122
1/2/2012,135,16679,2,70.53,0,0,14966,123
1/2/2012,135,17488,1,106.5,0,0,27802,124
1/2/2012,135,21653,1,44.52,-12.11,0,22182,125
1/2/2012,135,23922,1,747.66,0,0,29170,129
1/2/2012,135,26830,1,35.26,-10.69,0,16892,130
1/2/2012,135,27435,1,71.24,-49.51,0,24857,131
1/2/2012,135,33084,1,35.26,0,0,3527,134
1/2/2012,135,47317,1,71.24,-13.89,0,25662,135
1/2/2012,135,48427,2,70.53,0,0,20518,136
1/2/2012,135,48995,2,165.99,-118.26,0,26471,137
1/2/2012,135,53534,1,163.5,0,0,27313,139
1/2/2012,135,54303,1,82.99,-80.5,0,10406,141
1/2/2012,464,5525,1,106.5,-35.62,-35.62,68,142
1/2/2012,464,6497,1,89.05,-35.26,0,8593,144
1/2/2012,464,6588,1,19.59,0,0,19420,146
1/2/2012,464,7005,2,70.53,-56.99,0,21506,151
1/2/2012,464,7364,2,42.74,-6.41,0,14635,152
1/2/2012,464,8145,1,39.18,-24.58,-14.25,28737,154
1/2/2012,464,8261,1,22.08,-9.62,0,2552,155
1/2/2012,464,9790,1,142.48,-42.39,0,1432,156
1/2/2012,464,10151,1,70.88,-7.12,0,24634,158
1/2/2012,464,10763,2,127.52,-14.25,0,15680,159
1/2/2012,464,10789,1,99.38,-42.74,0,8250,160
1/2/2012,464,12795,1,35.26,-7.12,0,16246,161
1/2/2012,464,14172,1,35.26,-35.62,0,2872,164
1/2/2012,464,14849,1,17.81,-17.45,0,1850,165
1/2/2012,464,15076,2,70.53,-7.12,0,28175,167
1/2/2012,464,15581,1,320.22,-188.79,0,17659,169
1/2/2012,464,16381,1,48.8,-14.96,-35.62,16750,170
1/2/2012,464,16796,1,48.8,-14.96,0,12090,171
1/2/2012,464,17771,1,44.52,-15.67,0,24327,172
1/2/2012,464,17861,3,75.51,-32.06,-26.71,11096,176
1/2/2012,464,18036,1,35.62,-21.02,0,25449,179
1/2/2012,464,18291,2,35.62,-34.91,0,27836,180
1/2/2012,464,18511,1,17.81,-17.45,0,23002,181
1/2/2012,464,19539,1,53.43,-35.26,0,18767,182
1/2/2012,464,19583,2,124.67,-45.59,-35.62,22850,183
1/2/2012,464,20697,1,92.26,-21.37,-35.62,12271,184
1/2/2012,464,20717,2,28.5,-27.78,0,25969,186
1/2/2012,464,21008,1,35.26,-17.81,0,27670,187
1/2/2012,464,22243,2,118.97,-22.8,0,2463,188
1/2/2012,464,22619,1,17.81,0,0,16731,192
1/2/2012,464,22930,2,70.53,-56.99,0,22429,193
1/2/2012,464,22956,1,248.98,-35.62,0,18138,194
1/2/2012,464,23417,1,53.43,-10.33,0,2542,195
1/2/2012,464,24649,1,35.26,-24.93,0,21116,196
1/2/2012,464,24651,1,28.14,-3.56,0,19345,197
1/2/2012,464,25234,1,89.05,-38.83,-35.62,9765,198
1/2/2012,464,25971,1,14.25,-13.89,0,28492,200
1/2/2012,464,26125,1,44.52,-19.23,0,22098,202
1/2/2012,464,26184,2,26.36,-22.8,0,10392,205
1/2/2012,464,26787,1,71.24,-10.33,0,20928,206
1/2/2012,464,26830,1,35.26,-10.69,0,36,207
1/2/2012,464,28739,2,134.64,0,-35.62,28526,208
1/2/2012,464,29667,1,99.38,-42.74,0,21982,209
1/2/2012,464,30275,1,67.32,0,0,21037,213
1/2/2012,464,30518,2,70.53,-21.37,0,25796,214
1/2/2012,464,30979,4,178.1,-34.2,0,14632,215
1/2/2012,464,31215,1,71.24,-45.95,0,21621,217
1/2/2012,464,31267,1,44.52,-19.23,0,5490,218
1/2/2012,464,32240,1,17.81,-17.45,0,9620,219
1/2/2012,464,33284,1,89.05,-35.26,0,22790,220
1/2/2012,464,33761,1,355.84,-24.93,0,20801,221
1/2/2012,464,34783,2,49.16,0,0,10457,222
1/2/2012,464,36459,1,114.34,-56.28,0,10239,224
1/2/2012,464,36464,1,42.39,-7.12,0,16542,225
1/2/2012,464,37035,2,49.16,-14.25,0,11426,228
1/2/2012,464,45277,1,71.24,-53.07,-35.62,22290,230
1/2/2012,464,46639,1,177.74,-53.43,0,7880,231
1/2/2012,464,49216,2,42.39,-42.39,0,10771,233
1/2/2012,464,49399,1,106.5,-42.74,0,23232,238
1/2/2012,464,51951,1,120.75,-14.25,0,12224,239
1/2/2012,464,51977,1,160.29,-17.45,0,3040,240
1/2/2012,464,52051,1,35.62,-13.89,0,16919,241
1/2/2012,464,52079,1,35.62,-13.89,0,25488,242
1/2/2012,464,52419,2,38.83,0,-21.02,26829,243
1/2/2012,464,56035,1,71.24,-45.95,0,9642,247
1/2/2012,464,56511,1,73.02,-17.45,-19.59,5447,250
1/2/2012,464,58181,2,34.2,0,0,14259,254
1/2/2012,464,58374,1,35.26,0,0,3408,255
1/3/2012,1457,8583,2,336.25,0,0,28964,259
1/3/2012,1457,10050,1,59.49,-36.33,0,25061,260
1/3/2012,1457,11078,1,70.88,-21.37,0,6507,261
1/3/2012,1457,16628,1,1045.09,0,0,10382,262
1/3/2012,1457,18291,1,17.81,-17.45,0,29214,264
1/3/2012,1457,18854,1,42.39,-7.12,0,28651,265
1/3/2012,1457,26047,1,14.25,-13.89,0,9279,266
1/3/2012,1457,26170,1,27.43,-18.52,0,7403,267
1/3/2012,1457,26747,1,70.88,-14.25,0,20096,269
1/3/2012,1457,27564,2,54.5,-35.62,-19.59,21617,270
1/3/2012,1457,27921,1,42.39,0,0,25873,273
1/3/2012,1457,28939,1,74.45,-3.56,0,11640,275
1/3/2012,1457,31062,1,38.83,0,0,16945,277
1/3/2012,1457,31176,1,106.5,-35.62,0,11940,279
1/3/2012,1457,33013,1,131.44,0,0,19653,282
1/3/2012,1457,33608,1,82.99,0,0,21474,283
1/3/2012,1457,34307,2,49.16,-7.12,0,29587,284
1/3/2012,1457,34991,1,113.63,0,0,11881,286
1/3/2012,1457,52350,1,89.05,-81.57,0,3412,287
1/2/2012,1191,5132,1,35.26,-17.81,0,24022,290
1/2/2012,1191,8156,1,127.88,0,0,13610,291
1/2/2012,1191,14619,2,74.8,0,0,14453,292
1/2/2012,1191,14826,2,142.48,-34.91,0,1630,293
1/2/2012,1191,15125,1,88.69,0,0,14034,295
1/2/2012,1191,16183,1,177.74,-56.99,0,19485,298
1/2/2012,1191,20273,2,163.14,-49.87,0,8696,299
1/2/2012,1191,21215,5,71.24,-33.84,0,25802,301
1/2/2012,1191,23978,1,44.52,-4.99,0,18856,304
1/2/2012,1191,24344,1,70.88,-7.12,0,4170,305
1/2/2012,1191,26036,1,89.05,-24.58,0,19065,306
1/2/2012,1191,29920,2,213.01,0,0,19853,307
1/2/2012,1191,30926,1,71.24,-10.33,0,11473,308
1/2/2012,1191,33194,1,92.26,-7.12,0,2251,309
1/2/2012,1191,33647,1,67.32,0,0,12164,313
1/2/2012,1191,47133,1,70.88,0,0,5055,316
1/2/2012,1191,47833,1,70.88,-17.81,0,921,317
1/2/2012,1191,48629,2,49.16,0,0,7657,318
1/2/2012,1191,49578,1,248.98,-106.86,0,27228,320
1/2/2012,1191,52722,1,106.5,0,0,11105,321
1/2/2012,1191,52941,1,142.12,-7.12,0,3177,322
1/3/2012,1191,9649,1,63.76,0,0,7667,325
1/3/2012,1191,10367,1,21.02,0,0,27295,326
1/3/2012,1191,29262,1,142.12,-32.06,0,11670,328
1/3/2012,1191,30758,1,42.39,0,0,20927,329
1/3/2012,1191,32171,1,70.88,0,0,29161,330
1/3/2012,171,5226,2,426.73,0,0,17240,331
1/3/2012,171,9229,2,88.69,-88.69,0,3254,332
1/3/2012,171,16693,2,152.45,0,0,20328,335
1/3/2012,171,17047,1,106.5,0,0,14021,336
1/3/2012,171,21294,1,195.55,-17.81,0,23636,337
1/3/2012,171,29650,1,85.13,0,0,27336,342
1/3/2012,171,33960,1,124.31,0,0,13576,343
1/3/2012,171,45983,1,284.6,0,0,9820,345
1/3/2012,171,46690,1,783.28,0,0,208,346
1/3/2012,171,50749,1,59.49,-11.4,0,25652,347
1/3/2012,171,51974,1,95.82,-10.69,0,27904,351
1/3/2012,171,56015,1,85.13,-10.69,0,13770,352
1/3/2012,464,4967,1,35.26,0,0,8929,353
1/3/2012,464,13102,1,53.43,-17.45,0,8485,355
1/3/2012,464,15363,1,78.01,0,0,13915,356
1/3/2012,464,19310,1,17.81,0,0,21125,357
1/3/2012,464,21657,1,142.12,0,0,13529,359
1/3/2012,464,22755,1,53.43,0,0,18429,360
1/3/2012,464,22939,4,212.3,0,0,20464,361
1/3/2012,464,26605,1,53.43,-17.45,0,19580,362
1/3/2012,464,30680,1,89.05,0,0,17153,363
1/3/2012,464,32465,1,53.43,0,0,15762,365
1/3/2012,464,33033,1,199.12,0,0,27380,366
1/3/2012,464,33105,1,118.97,-23.15,0,9038,367
1/3/2012,464,34896,1,92.26,0,0,6897,368
1/3/2012,464,36049,1,53.43,0,0,16648,369
1/3/2012,464,45830,1,45.95,0,0,21812,370
1/3/2012,464,46092,1,38.83,0,0,18869,371
1/3/2012,464,47121,1,67.32,0,0,8528,372
1/3/2012,464,58608,1,70.88,0,0,1223,374
1/4/2012,1014,6958,1,47.73,-8.9,0,25489,378
1/4/2012,1014,5274,2,142.48,-141.77,0,6937,380
1/4/2012,1014,5417,1,291.73,0,0,29826,383
1/4/2012,1014,5985,3,105.79,0,0,3517,384
1/4/2012,1014,15928,1,291.73,0,0,13298,385
1/4/2012,1014,16207,2,178.1,-106.15,0,9201,386
1/4/2012,1014,20294,1,211.94,0,0,28915,387
1/4/2012,1014,21789,1,8.9,0,0,25,389
1/4/2012,1014,29230,1,71.24,-31.7,0,19926,391
1/4/2012,1014,29378,1,89.05,-17.45,0,21466,392
1/4/2012,1014,32991,1,59.49,-11.4,0,4820,393
1/4/2012,1014,33997,1,89.05,-17.45,0,3593,395
1/4/2012,1014,34479,1,71.24,-31.7,0,21331,397
1/4/2012,1014,36099,2,142.48,-42.03,0,15488,398
1/4/2012,1014,50409,1,45.95,0,0,11593,400
1/4/2012,1497,19233,1,45.95,0,0,23507,401
1/4/2012,1497,23126,2,106.86,-34.91,0,9526,403
1/4/2012,1497,28979,2,127.52,0,0,24646,404
1/4/2012,1497,47720,1,35.26,-17.81,0,10270,406
1/4/2012,1497,49023,1,82.99,-59.13,0,5719,407
1/4/2012,725,56558,1,82.99,-80.5,0,20376,410
1/4/2012,138,16594,1,89.05,-17.45,0,3835,411
1/4/2012,138,32321,1,141.41,-143.19,0,7731,412
1/4/2012,138,48980,1,82.99,-59.13,0,4089,413
1/4/2012,188,7700,1,45.95,-32.06,0,26834,417
1/4/2012,188,22858,1,78.01,0,0,318,418
1/4/2012,188,23846,1,53.43,-24.58,0,21247,419
1/4/2012,188,28883,1,49.51,0,0,9754,420
1/4/2012,188,29883,1,88.69,0,0,13029,421
1/4/2012,188,8587,1,99.38,0,0,11311,423
1/4/2012,188,8901,1,124.31,0,0,13537,424
1/4/2012,188,9281,1,17.81,0,0,447,425
1/4/2012,188,9535,1,89.05,-10.33,0,26393,428
1/4/2012,188,9779,1,88.69,0,0,15026,430
1/4/2012,188,10061,1,106.5,0,0,24144,435
1/4/2012,188,12212,1,142.12,0,0,6791,438
1/4/2012,188,12754,1,142.12,0,0,24795,440
1/4/2012,188,13609,2,234.38,0,0,13678,441
1/4/2012,188,14226,1,89.05,-35.26,0,8343,445
1/4/2012,188,14426,1,99.38,0,0,13366,446
1/4/2012,188,15255,1,42.39,-42.74,0,7185,447
1/4/2012,188,15271,1,23.87,0,0,4390,449
1/4/2012,188,15405,1,142.12,0,0,13783,450
1/4/2012,188,15996,1,85.13,0,0,4218,452
1/4/2012,188,17579,1,74.45,0,0,8562,454
1/4/2012,188,18276,1,70.88,0,0,10455,455
1/4/2012,188,20622,1,21.02,-3.56,0,12726,456
1/4/2012,188,21323,2,42.39,-42.39,0,3166,457
1/4/2012,188,21832,1,113.63,0,0,27782,461
1/4/2012,188,24547,1,89.05,-67.32,0,1301,463
1/4/2012,188,25872,2,142.48,-120.4,0,4206,465
1/4/2012,188,26938,1,88.69,0,0,28114,468
1/4/2012,188,28315,1,89.05,-35.26,0,28698,469
1/4/2012,188,28490,2,284.25,0,0,25702,470
1/4/2012,188,29841,1,35.26,-10.69,0,2654,472
1/4/2012,188,31063,1,99.38,-35.62,0,688,473
1/4/2012,188,31620,2,106.15,0,0,19047,474
1/4/2012,188,32285,1,71.24,-17.45,0,26457,475
1/4/2012,188,32331,1,313.1,0,0,10030,478
1/4/2012,188,32504,1,88.69,0,0,4974,479
1/4/2012,188,32621,2,118.97,-51.29,0,24195,483
1/4/2012,188,33840,1,53.07,0,0,25338,484
1/4/2012,188,34047,1,88.69,0,0,21456,485
1/4/2012,188,34404,2,127.52,0,0,2880,486
1/4/2012,188,36487,2,142.48,-120.4,0,18978,487
1/4/2012,188,36588,1,95.82,0,0,22456,488
1/4/2012,188,37100,1,142.12,0,0,6339,491
1/4/2012,188,45263,1,53.43,-17.45,0,24930,492
1/4/2012,188,45502,1,82.99,-80.5,0,27163,494
1/4/2012,188,47113,1,70.88,0,0,18672,495
1/4/2012,188,52453,1,113.63,0,0,15119,496
1/4/2012,188,53853,1,263.23,0,0,27780,497
1/4/2012,188,57956,1,81.57,0,0,16361,499
1/4/2012,188,58492,1,70.88,0,0,28632,502
1/4/2012,188,59133,1,142.12,0,0,22705,503
1/4/2012,188,10065,2,70.53,0,0,8068,504
1/4/2012,188,31317,1,53.07,0,0,2991,505
1/4/2012,188,32575,1,89.05,0,0,24108,506
1/4/2012,188,36794,1,102.94,0,0,28675,507
1/4/2012,188,50457,1,70.88,0,0,29970,508
1/4/2012,188,53893,1,71.24,-24.58,0,27725,515
1/4/2012,188,56795,10,245.78,0,0,5508,516
1/4/2012,188,59517,1,17.81,0,0,24224,517
1/4/2012,188,13838,1,159.93,0,0,26726,518
1/4/2012,188,20897,1,37.4,-22.8,0,1475,519
1/4/2012,188,23213,3,105.79,0,0,11312,521
1/4/2012,188,24359,1,71.24,-21.02,0,29275,523
1/4/2012,188,26214,1,59.49,-47.02,0,10452,525
1/4/2012,188,31371,1,114.34,-56.28,0,5543,526
1/4/2012,188,32224,1,89.05,-53.07,0,7235,528
1/4/2012,188,32618,1,28.14,-3.56,0,9809,529
1/4/2012,188,33940,1,124.31,0,0,26916,530
1/4/2012,188,34727,1,92.26,-21.37,0,1647,531
1/4/2012,188,45986,1,71.24,-60.2,0,4420,532
1/4/2012,188,46154,2,28.5,-13.54,0,7165,533
1/4/2012,188,46201,1,14.25,-6.77,0,28353,534
1/4/2012,188,46305,2,28.5,-13.54,0,17260,535
1/4/2012,188,56177,1,89.05,-10.33,0,24652,536
1/4/2012,188,6423,1,113.63,0,0,15695,538
1/4/2012,188,14360,1,17.81,-10.33,0,26314,539
1/4/2012,188,23246,1,17.81,-10.33,0,2271,541
1/4/2012,188,31738,2,70.53,-7.12,0,21806,543
1/4/2012,1467,7489,1,320.22,0,0,9837,545
1/4/2012,1467,9561,1,47.73,-8.9,0,2686,546
1/4/2012,1467,10111,1,248.98,-24.93,0,24896,548
1/4/2012,1467,15919,3,160.29,-52.36,0,27686,549
1/4/2012,1467,7347,1,35.62,-17.45,0,9354,554
1/4/2012,1467,7404,1,58.77,-33.48,0,24340,555
1/4/2012,1467,7772,1,191.99,0,0,10669,557
1/4/2012,1467,11873,1,35.62,-17.45,0,19894,558
1/4/2012,1467,22619,1,17.81,0,0,4681,560
1/4/2012,1467,27133,1,78.01,0,0,27799,561
1/4/2012,1467,27904,1,35.26,-24.93,0,6136,563
1/4/2012,1467,28900,1,149.25,-3.56,0,19117,564
1/4/2012,1467,30402,1,284.6,0,0,22719,566
1/4/2012,1467,34047,1,88.69,0,0,11218,567
1/4/2012,1467,45768,1,35.62,-17.45,0,2728,569
1/4/2012,1467,46274,1,70.88,0,0,7438,570
1/4/2012,846,8292,1,43.46,-2.49,0,18778,571
1/4/2012,846,11764,1,71.24,-35.26,0,26378,572
1/4/2012,846,13174,1,35.26,0,0,8927,575
1/4/2012,846,15637,2,142.48,-20.66,0,8293,576
1/4/2012,846,15770,1,71.24,-6.77,0,27477,577
1/4/2012,846,20805,1,67.32,-14.25,0,11477,579
1/4/2012,846,21819,1,58.42,-19.59,0,23229,584
1/4/2012,846,22186,1,127.88,0,0,17993,589
1/4/2012,846,22280,1,113.63,-14.25,0,14686,590
1/4/2012,846,23007,1,89.05,-53.07,0,7652,591
1/4/2012,846,23901,1,89.05,-67.32,0,1495,592
1/4/2012,846,26059,2,213.01,0,0,3720,594
1/4/2012,846,26878,1,142.12,0,0,26220,596
1/4/2012,846,28744,1,156.37,0,0,3518,598
1/4/2012,846,29474,1,89.05,-67.32,0,17147,599
1/4/2012,846,31513,1,142.12,0,0,26757,601
1/4/2012,846,36487,1,71.24,-60.2,0,24364,603
1/4/2012,846,57334,1,71.24,-6.77,0,20205,607
1/4/2012,846,58737,1,106.5,0,0,3164,609
1/4/2012,846,59330,1,256.11,0,0,20000,612
1/4/2012,651,4534,1,35.26,0,0,21170,613
1/4/2012,651,5577,1,71.24,-28.14,0,12595,615
1/4/2012,651,9664,1,78.01,-14.25,0,3805,617
1/4/2012,651,10209,1,106.5,0,0,26144,618
1/4/2012,651,14506,1,113.63,-14.25,0,25989,620
1/4/2012,651,15796,1,59.49,-11.4,0,9720,621
1/4/2012,651,17081,1,360.12,-158.51,0,768,623
1/4/2012,651,20415,1,63.76,0,0,9850,626
1/4/2012,651,24603,1,266.79,0,0,6632,628
1/4/2012,651,24862,3,53.43,-52.36,0,15001,634
1/4/2012,651,29708,1,78.01,0,0,7567,635
1/4/2012,651,31120,1,177.74,0,0,25321,638
1/4/2012,651,32641,1,177.74,0,0,18067,639
1/4/2012,651,34444,1,113.63,-14.25,0,19981,640
1/4/2012,651,50929,1,142.12,0,0,22006,641
1/4/2012,651,52223,1,56.64,0,0,16443,642
1/4/2012,651,58350,1,134.29,-43.46,0,15253,643
1/4/2012,1457,12017,1,70.88,0,0,8948,644
1/4/2012,1457,13160,1,106.5,-49.87,0,12276,646
1/4/2012,1457,13685,1,45.95,0,0,16384,647
1/4/2012,1457,14306,2,213.01,-99.74,0,4676,648
1/4/2012,1457,16415,1,13.18,-11.4,0,13691,649
1/4/2012,1457,20821,1,213.36,-24.93,0,6103,650
1/4/2012,1457,21300,1,89.05,-17.45,0,22750,651
1/4/2012,1457,29733,1,106.5,-49.87,0,17984,654
1/4/2012,1457,31317,1,53.07,0,0,27607,656
1/4/2012,1457,31963,1,135,0,0,23230,657
1/4/2012,1457,33136,1,113.63,0,0,29861,659
1/4/2012,1457,33822,1,70.88,0,0,3756,660
1/4/2012,86,48861,3,151.38,-66.61,-80.14,12631,661
1/4/2012,787,5372,1,49.51,0,0,21665,662
1/4/2012,787,5798,1,35.62,-17.45,0,21221,664
1/4/2012,787,8613,1,49.51,-28.5,0,25414,665
1/4/2012,787,9063,1,24.58,0,0,1148,666
1/4/2012,787,11564,1,53.43,-10.33,0,4299,667
1/4/2012,787,13174,1,35.26,0,0,4542,671
1/4/2012,787,16422,1,78.01,0,0,9714,672
1/4/2012,787,17503,1,45.95,0,0,23175,673
1/4/2012,787,17848,1,215.14,0,0,9742,677
1/4/2012,787,18118,1,59.49,-25.65,0,12109,678
1/4/2012,787,21338,1,67.32,0,0,19175,680
1/4/2012,787,21813,2,118.97,-72.66,0,26352,681
1/4/2012,787,24260,2,178.1,-34.91,0,11421,682
1/4/2012,787,26735,1,44.52,-19.23,0,10699,683
1/4/2012,787,28047,1,108.28,-40.25,0,21690,684
1/4/2012,787,29502,1,89.05,-6.77,0,576,686
1/4/2012,787,29941,1,250.05,-200.9,0,10203,687
1/4/2012,787,30130,1,63.76,-42.74,0,28943,689
1/4/2012,787,31095,1,35.62,-21.02,0,28443,693
1/4/2012,787,32869,1,28.14,-10.69,0,3803,694
1/4/2012,787,32969,2,70.53,0,0,22573,695
1/4/2012,787,33997,1,89.05,-17.45,0,17385,698
1/4/2012,787,34764,1,71.24,-17.45,0,6539,699
1/4/2012,787,36486,1,35.26,-21.37,0,19170,701
1/4/2012,787,45271,1,71.24,-60.2,0,5787,704
1/4/2012,787,46016,2,28.5,-13.54,0,4106,705
1/4/2012,787,46208,2,28.5,-13.54,0,5670,706
1/4/2012,787,46632,1,15.67,0,0,5565,708
1/4/2012,787,50827,1,106.5,-28.5,0,26562,710
1/4/2012,787,58350,1,134.29,-43.46,0,21379,711
1/4/2012,1140,10123,1,188.43,-21.37,0,5781,712
1/4/2012,1140,14989,1,106.5,0,0,6444,714
1/4/2012,1140,27466,1,320.22,-71.24,0,24057,715
1/4/2012,1140,30916,1,42.39,-14.25,0,12095,718
1/4/2012,814,8220,1,35.26,-24.93,0,8042,719
1/4/2012,814,22160,4,71.24,0,0,11122,721
1/4/2012,814,24547,1,89.05,-67.32,0,24710,722
1/4/2012,814,35607,1,67.32,0,0,18729,723
1/4/2012,814,55859,2,70.53,0,0,26588,724
1/4/2012,814,9281,2,35.62,0,0,25125,731
1/4/2012,814,11995,1,53.07,0,0,214,732
1/4/2012,814,15645,1,49.51,0,0,2729,733
1/4/2012,814,17279,1,81.57,0,0,476,735
1/4/2012,814,17442,2,106.86,-49.16,0,11336,736
1/4/2012,814,22160,2,35.62,0,0,25254,740
1/4/2012,814,22391,1,70.88,0,0,22760,741
1/4/2012,814,29370,1,92.26,-21.37,0,17968,742
1/4/2012,814,31648,1,88.69,0,0,12856,743
1/4/2012,814,33420,1,81.57,-24.93,0,46,746
1/4/2012,816,50648,1,498.32,0,0,18519,748
1/4/2012,310,5025,1,89.05,-10.33,0,23263,750
1/4/2012,310,5413,1,124.31,0,0,19530,751
1/4/2012,310,9535,1,89.05,-10.33,0,26404,754
1/4/2012,310,10560,1,70.88,0,0,22065,759
1/4/2012,310,15220,1,67.32,0,0,16680,760
1/4/2012,310,17633,1,280.69,0,0,20573,762
1/4/2012,310,19927,1,71.24,-28.14,0,3442,764
1/4/2012,310,20756,1,21.02,-7.12,0,26259,765
1/4/2012,310,23082,1,120.75,0,0,1593,767
1/4/2012,310,23270,1,71.24,-35.26,0,13835,769
1/4/2012,310,25086,2,99.02,0,0,23573,771
1/4/2012,310,27309,1,71.24,-35.26,0,14946,773
1/4/2012,310,30354,1,106.86,-28.14,0,683,774
1/4/2012,310,31444,2,178.1,-106.15,0,19741,775
1/4/2012,310,31968,1,102.94,0,0,25703,776
1/4/2012,310,33234,1,106.86,-35.26,0,14184,777
1/4/2012,310,36571,1,71.24,-28.14,0,11530,778
1/4/2012,310,45527,1,82.99,-80.5,0,19478,779
1/4/2012,310,49011,1,82.99,-80.5,0,23687,780
1/4/2012,310,54303,1,82.99,-80.5,0,11491,782
1/4/2012,310,58350,1,134.29,-43.46,0,9890,784
1/4/2012,1323,16827,1,35.26,0,0,14286,785
1/4/2012,1323,26395,1,48.09,0,0,5242,787
1/4/2012,1332,5413,1,88.34,-35.98,0,12430,789
1/4/2012,1332,10856,2,99.02,-42.74,0,10062,792
1/4/2012,1332,15335,1,45.95,-10.69,0,15479,794
1/4/2012,1332,30836,1,248.98,0,0,1764,795
1/4/2012,1332,34348,1,31.7,0,0,10293,796
1/4/2012,1332,37270,1,71.24,-21.02,0,9257,799
1/4/2012,1332,45527,1,82.99,-80.5,0,11794,800
1/4/2012,1332,45539,1,82.99,-80.5,0,3677,803
